epoch,loss_train,loss_val,lr
0,0.891469829612308,0.8632695995844327,3.0000000000000004e-07
1,0.7525840322544546,0.6502548181093656,3.27e-06
2,0.6269541789352158,0.5894949003366323,6.24e-06
3,0.588115910689036,0.5733789724570054,9.209999999999998e-06
4,0.5728096216917038,0.5589487167505117,1.218e-05
5,0.5661240389317642,0.5449833356417142,1.515e-05
6,0.5612032253433157,0.5286721971401801,1.812e-05
7,0.5557048594878043,0.5177774754854348,2.109e-05
8,0.5503093555201719,0.5248270529967088,2.406e-05
9,0.5496931077889454,0.5194732231360215,2.703e-05
10,0.5439524573308451,0.5809837740201217,3e-05
11,0.5387779593835642,0.4749873773868267,3e-05
12,0.5371435157678746,0.5169637960654039,3e-05
13,0.5337595676566348,0.4541925151073016,3e-05
14,0.5256918619996236,0.4937809199553269,3e-05
15,0.5236650277619008,0.5384684502161466,3e-05
16,0.5252543231587351,0.4232169742767627,3e-05
17,0.5246706860668865,0.4400839734077453,3e-05
18,0.5208385526030151,0.4511583955929829,3e-05
19,0.516045905649662,0.4073140055399674,3e-05
20,0.5165059151656833,0.3957477813042127,3e-05
21,0.5125285954571065,0.4154786031979781,3e-05
22,0.5173298550976647,0.3895602809007351,3e-05
23,0.5031913393809472,0.3787655993608328,3e-05
24,0.5060062973219671,0.4109032474572842,3e-05
25,0.5085320418447624,0.3953624549278846,3e-05
26,0.5055667658646902,0.378598532470373,3e-05
27,0.5012051497160652,0.407457439165849,3e-05
28,0.4999613696594297,0.3817973961738439,3e-05
29,0.4984675366201518,0.4192781306230105,3e-05
30,0.4919492640521055,0.3961725793893521,3e-05
31,0.4989217402482474,0.3761321786733774,3e-05
32,0.4902946065053528,0.3841060442649401,3e-05
33,0.4965580328379148,0.3568939634699088,3e-05
34,0.4905555645624797,0.3694768133988747,3e-05
35,0.48879683845573,0.3548037441877218,3e-05
36,0.4845321246963224,0.355809889779641,3e-05
37,0.4870594728876043,0.4140197437084638,3e-05
38,0.4843006137252589,0.3662333233539874,3e-05
39,0.4862307244336899,0.4159376164124562,3e-05
40,0.4805010654676108,0.3951914780873519,3e-05
41,0.4779704313403294,0.3630191048292013,3e-05
42,0.4790909239263446,0.3537013392723523,3e-05
43,0.4793689003053271,0.3403672612630404,3e-05
44,0.4745417375715426,0.3444027849802604,3e-05
45,0.4768474382566817,0.3342727064857116,3e-05
46,0.4746588740819766,0.3581493432246722,3e-05
47,0.4664015963581609,0.3556215728704746,3e-05
48,0.4761048379687615,0.3329505709272164,3e-05
49,0.4740221292516332,0.3330593709762279,3e-05
50,0.4606621182627148,0.3266341943236497,3e-05
51,0.4768914463527409,0.340985270348879,3e-05
52,0.4711315649803038,0.3711475421832158,3e-05
53,0.4681416072043372,0.3458231983735011,3e-05
54,0.4726088351949497,0.3470431718459496,3e-05
55,0.4681569960106302,0.3340668238584812,3e-05
56,0.4712676186068558,0.3313699112488673,3e-05
57,0.4572596670484837,0.3304885291136228,3e-05
58,0.469310669803325,0.3192613529700499,3e-05
59,0.4585736798191512,0.3241406589975724,3e-05
60,0.4617105314485085,0.3524659145795382,3e-05
61,0.4613593656247781,0.3236726519006949,3e-05
62,0.4607577030029561,0.3145896781866367,3e-05
63,0.4601787558676284,0.3449265776230739,3e-05
64,0.4530409278785005,0.3608292256410305,3e-05
65,0.4650768647315325,0.3131885360295956,3e-05
66,0.4543082133211471,0.3382657685875893,3e-05
67,0.4565765609803759,0.3301439396922405,3e-05
68,0.4565193475120597,0.3187385804836566,3e-05
69,0.4542860850047918,0.3284924256572356,3e-05
70,0.4483631122167463,0.3151410259421055,3e-05
71,0.4553672482753977,0.3134213170409202,3e-05
72,0.4565208408475658,0.3344435938505026,3e-05
73,0.4524236151741611,0.3051001392190273,3e-05
74,0.4503791427906649,0.3203145844202775,3e-05
75,0.4471564471813631,0.3202737693373974,3e-05
76,0.4457618382609921,0.3016691096012409,3e-05
77,0.4404842653484256,0.2919722909193772,3e-05
78,0.4489667875531279,0.2966509475157811,3e-05
79,0.4560649475933593,0.3283071699738502,3e-05
80,0.4516620317726959,0.3126760439574718,3e-05
81,0.4444882486613444,0.3024582495941565,3e-05
82,0.4461922719154829,0.3226723397007355,3e-05
83,0.4412585989008715,0.3229804675854169,3e-05
84,0.4397860490429549,0.3129788444592402,3e-05
85,0.4435198855252913,0.3119546895990004,3e-05
86,0.4424253239031927,0.3588306787610054,3e-05
87,0.4474936784877453,0.2967120233980509,3e-05
88,0.434686699077303,0.3105835450956454,3e-05
89,0.4495331122551435,0.3267344179061743,3e-05
90,0.4413261261803132,0.316114678474573,3e-05
91,0.4461750878412046,0.3117918526438566,3e-05
92,0.4402023451747717,0.3024968296060195,3e-05
93,0.4382159293709713,0.3303547553603466,3e-05
94,0.4404077771361227,0.3001707067054052,3e-05
95,0.4391143840772134,0.3027406123280525,3e-05
96,0.4402483945459495,0.2989530244240394,3e-05
97,0.4320036670032107,0.2962214471972905,3e-05
98,0.4393663590337023,0.3145622216050441,3e-05
99,0.4414180905362706,0.3248798251610535,3e-05
100,0.4425371327885875,0.3103576479393702,3e-05
101,0.4286538988903717,0.2992262831215675,3e-05
102,0.4316407205238018,0.3021823654495753,3e-05
103,0.4247129223320955,0.289919618505698,3e-05
104,0.4363503416563258,0.340880623276417,3e-05
105,0.4305399137974521,0.2903950235935358,3e-05
106,0.4333515548963605,0.2947859160945966,3e-05
107,0.4274345222446654,0.2979545648281391,3e-05
108,0.4176649568073543,0.2954932186695245,3e-05
109,0.4361568912863731,0.3100025309278414,3e-05
110,0.4327383929012734,0.2955468040933975,3e-05
111,0.4189005139065377,0.2819464886417755,3e-05
112,0.4085515827676396,0.294920568374487,3e-05
113,0.42009328443695,0.3015896418002936,3e-05
114,0.4103234449838414,0.3010287548487003,3e-05
115,0.4143193771855699,0.2867487126359573,3e-05
116,0.4161367523541421,0.2982580307584542,3e-05
117,0.4215436193770097,0.2963687230531986,3e-05
118,0.4241671448596465,0.30075014765446,3e-05
119,0.4346145862414513,0.2992120651098398,3e-05
120,0.4345358581178718,0.2917265432041425,3e-05
121,0.4350404208640993,0.3036464404372068,3e-05
122,0.4226742450285841,0.2958806150463911,3e-05
123,0.4217450088924832,0.3076561533717009,3e-05
124,0.4146652913387911,0.289262239245268,3e-05
125,0.4153021987481617,0.3010420854275043,3e-05
126,0.413414511323711,0.3139774969907907,3e-05
127,0.4192364888702645,0.3013303660085568,3e-05
128,0.4246770505000043,0.2876492166977662,3e-05
129,0.4197623773167531,0.306945257622462,3e-05
130,0.411186277958346,0.288022321909666,3e-05
131,0.4108159341331985,0.2912110497745184,3e-05
132,0.4093297623373844,0.2933707713507689,3e-05
133,0.4177641370506198,0.2917085006374579,3e-05
134,0.4176697177513514,0.3247146880626678,3e-05
135,0.4114478736839912,0.2928107784115351,3e-05
136,0.4197324293401138,0.3181009239187607,3e-05
137,0.4101294977015551,0.2943191882280203,3e-05
138,0.4158232169754711,0.3031763906662281,3e-05
139,0.4119906478365998,0.3039927632304338,3e-05
140,0.4152148042196109,0.2951025082514836,3e-05
141,0.4145779756392226,0.2923576010649021,3e-05
142,0.3989503318788828,0.2954546862152906,3e-05
143,0.411575963375745,0.2950661374743168,3e-05
144,0.4053801224555498,0.3071028133539053,3e-05
145,0.4063222172129669,0.2902694870416935,3e-05
146,0.4052919522617702,0.2899630360190685,3e-05
147,0.3977987228168381,0.2898737759085802,3e-05
148,0.3993265238808997,0.2913093623977441,3e-05
149,0.3934857578327258,0.3014758501144556,3e-05
150,0.4002010968778236,0.2977891372717344,3e-05
151,0.406902142903871,0.3010178531247836,3e-05
152,0.4126222481330235,0.2893402321292804,3e-05
153,0.4023284772525967,0.2855356253110445,3e-05
154,0.40480594525550617,0.305210484289206,2.9999999999999997e-05
