epoch,loss_train,loss_val,th_best,best_fbeta
1,0.6719701337186914,0.6531935061017672,0.53,0.0980519726872444
2,0.5506667551241423,0.4262414152423541,0.46,0.1702154278755188
3,0.3580271769511072,0.2625070074573159,0.42,0.2903199791908264
4,0.2497281700372696,0.1996568199247121,0.4,0.4380943477153778
5,0.1928580167262177,0.1556270816363394,0.29,0.4994905591011047
6,0.1631266947639616,0.1373324869200587,0.32,0.5450440049171448
7,0.1448104388619724,0.1233507045544684,0.35,0.5679222345352173
8,0.1321070954987877,0.1128884145679573,0.25,0.5846236348152161
9,0.1222983425581141,0.1099052674447496,0.35,0.5926595330238342
10,0.1116533816056816,0.0997209021200736,0.34,0.6170835494995117
11,0.1063029084746775,0.0965510503544161,0.27,0.6209489107131958
12,0.1033653838265883,0.0945767269004136,0.31,0.6100180745124817
13,0.0962220070981665,0.0836100083154936,0.38,0.6565740704536438
14,0.0870394602417945,0.0859070404743154,0.32,0.650712788105011
15,0.0852321878663803,0.0879195125307887,0.37,0.6485399603843689
16,0.0799911713717799,0.0797635772420714,0.37,0.6752199530601501
17,0.077418470696399,0.0789377111165473,0.32,0.6769707798957825
18,0.072265341672066,0.0750966158617908,0.38,0.6885825991630554
19,0.0715407704934477,0.0778722763449574,0.23,0.6900297999382019
20,0.0678941826875272,0.0797123943145076,0.37,0.6817164421081543
21,0.0693176004643503,0.079816620486478,0.39,0.6648425459861755
22,0.0673147764645124,0.0762891712753723,0.41,0.6866138577461243
23,0.0661409027188232,0.0743809031167378,0.39,0.6926687955856323
24,0.0621105603089458,0.0732656656764447,0.42,0.7041186690330505
25,0.066731988305324,0.0886794976346815,0.17,0.646845281124115
26,0.0654465881127275,0.076095078450938,0.42,0.7012892365455627
27,0.0584642723790909,0.0733645551372319,0.43,0.7123638987541199
28,0.0592999159652543,0.0773722178225095,0.37,0.6945827007293701
29,0.0558706266609461,0.0711884942526618,0.37,0.7139793634414673
30,0.0528029521927237,0.0705945915154491,0.4,0.7193453311920166
31,0.0583914075242845,0.077890109620057,0.53,0.70216965675354
32,0.0538284648307844,0.0735148762663205,0.41,0.7129963636398315
33,0.0517465871121538,0.0699883131698394,0.4,0.7203837633132935
34,0.0513877927374682,0.0755859410855919,0.43,0.7142254114151001
35,0.0589266050116796,0.0713794044762228,0.37,0.7147690057754517
36,0.0512079197521272,0.0740153883428623,0.37,0.7116348743438721
37,0.0489092259520762,0.0734694749504948,0.46,0.7179934978485107
38,0.0521909761977823,0.0701423157782604,0.35,0.711719274520874
39,0.0486053853736896,0.0747954446900015,0.4,0.7182819843292236
40,0.0483662318340257,0.0709521087507406,0.39,0.7261761426925659
41,0.0477792236659871,0.0727228601463139,0.4,0.7180799245834351
42,0.045986221309163,0.074799637737063,0.3,0.7194052338600159
43,0.0463853893017298,0.0701005132868886,0.39,0.726207971572876
44,0.0447520232955484,0.0776856103523944,0.38,0.7221003770828247
45,0.0462877405121138,0.072510445684505,0.43,0.7257437705993652
46,0.0451691361634354,0.077364869765006,0.4,0.7085000276565552
47,0.0472065866777771,0.0736035698791965,0.34,0.7129710912704468
48,0.0429068906967969,0.0796647528962542,0.38,0.7222355008125305
49,0.0435285009443759,0.0760554921580478,0.4,0.7273996472358704
50,0.0422605104695417,0.0786170253995806,0.4,0.7186139822006226
51,0.04335543142729684,0.0790381842913727,0.38,0.7174184918403625
