                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     32,                 1.6372,                 3.2452,                 1.3328,                 1.2308,                0.63285,                0.65789,                0.65997,                 0.3611,                0.64139,                0.66049,                0.66711,                0.31875,                 1.4775,                 2.0826,                 1.1016,                 1.1706,              9.318e-05,              9.318e-05,              9.318e-05
                     33,                 1.6392,                 3.2425,                 1.3359,                 1.2327,                0.62798,                0.64887,                0.65215,                0.35725,                0.63574,                0.65626,                0.65939,                0.31344,                 1.4798,                 2.1059,                 1.1138,                 1.1745,              9.296e-05,              9.296e-05,              9.296e-05
                     34,                 1.6253,                 3.2266,                 1.3205,                 1.2255,                0.63044,                0.64423,                0.64851,                0.35189,                0.64356,                 0.6426,                0.65221,                0.30958,                 1.4905,                 2.1491,                 1.1281,                 1.1791,              9.274e-05,              9.274e-05,              9.274e-05
                     35,                 1.6253,                 3.2377,                 1.3181,                 1.2263,                0.62089,                0.63325,                0.63541,                0.34412,                0.63504,                0.63252,                0.64123,                0.30094,                 1.4999,                 2.1908,                 1.1567,                 1.1865,              9.252e-05,              9.252e-05,              9.252e-05
                     36,                 1.6132,                 3.2168,                 1.3024,                 1.2214,                0.61451,                 0.6335,                0.63455,                0.34452,                0.62693,                 0.6322,                0.63998,                0.30105,                 1.5003,                 2.1765,                 1.1477,                 1.1894,               9.23e-05,               9.23e-05,               9.23e-05
                     37,                  1.611,                   3.22,                 1.3023,                 1.2233,                0.61295,                0.63805,                0.63536,                0.34551,                0.62962,                 0.6335,                0.64313,                0.30107,                 1.4965,                 2.1577,                 1.1407,                 1.1894,              9.208e-05,              9.208e-05,              9.208e-05
                     38,                 1.6081,                 3.2165,                 1.2937,                 1.2186,                0.61401,                0.65171,                0.64614,                  0.354,                0.63479,                0.64585,                0.65337,                0.30912,                  1.492,                 2.1297,                 1.1185,                 1.1868,              9.186e-05,              9.186e-05,              9.186e-05
                     39,                 1.6056,                 3.2105,                 1.2947,                   1.22,                0.61324,                0.65626,                0.64817,                0.35315,                 0.6254,                0.65854,                0.65415,                0.30896,                 1.4938,                  2.121,                 1.1198,                 1.1879,              9.164e-05,              9.164e-05,              9.164e-05
                     40,                 1.6086,                 3.2183,                 1.2973,                 1.2221,                 0.6125,                0.65496,                 0.6456,                0.35037,                0.62571,                0.65496,                0.65186,                0.30728,                 1.4993,                 2.1288,                 1.1273,                 1.1903,              9.142e-05,              9.142e-05,              9.142e-05
                     41,                 1.6021,                 3.2069,                 1.2884,                 1.2187,                0.61346,                0.64876,                0.64281,                0.34931,                0.61992,                0.65559,                0.64989,                0.30557,                 1.5038,                 2.1386,                 1.1299,                 1.1927,               9.12e-05,               9.12e-05,               9.12e-05
                     42,                 1.5939,                 3.2005,                 1.2786,                 1.2127,                0.61126,                0.65561,                0.64395,                0.34966,                0.62157,                0.65854,                0.65163,                0.30765,                 1.5032,                  2.135,                 1.1233,                 1.1921,              9.098e-05,              9.098e-05,              9.098e-05
                     43,                 1.5948,                 3.2036,                 1.2789,                 1.2141,                0.61472,                0.65691,                0.64467,                0.35066,                0.62371,                0.65816,                0.65306,                0.30727,                 1.5043,                 2.1324,                 1.1213,                 1.1921,              9.076e-05,              9.076e-05,              9.076e-05
                     44,                 1.5819,                 3.1941,                 1.2703,                 1.2104,                0.61866,                0.65366,                0.64432,                0.35023,                0.62738,                0.65486,                0.65071,                0.30621,                 1.5061,                 2.1361,                 1.1218,                  1.194,              9.054e-05,              9.054e-05,              9.054e-05
