epoch,loss_train,loss_val,th_best,best_fbeta
1,0.771606057371412,0.7587222278118133,0.48,0.1004599258303642
2,0.7104988135610308,0.6446015536785126,0.45,0.1853788644075393
3,0.6052089619636536,0.5455403864383698,0.66,0.4433572590351105
4,0.5090715183530535,0.4399558573961258,0.56,0.5635520815849304
5,0.4406927493640354,0.3754905352989832,0.5700000000000001,0.5963016152381897
6,0.3876173230579921,0.336263832449913,0.68,0.6235530972480774
7,0.3524570303303855,0.3045631110668182,0.4,0.6309002041816711
8,0.3278826665878296,0.3059056421120961,0.8400000000000001,0.6399984359741211
9,0.3017215203387396,0.2735110690196355,0.28,0.6416147351264954
10,0.2848967634780066,0.246611405412356,0.59,0.670339822769165
11,0.2702355226448604,0.2379366214076678,0.51,0.6783753037452698
12,0.2587926779474531,0.2302577624718348,0.32,0.6834966540336609
13,0.2512305310794285,0.2196526537338892,0.43,0.694743275642395
14,0.2420649531057902,0.2258409425616264,0.59,0.6913678646087646
15,0.2335760215350559,0.221618615090847,0.44,0.6991230845451355
16,0.2258200751032148,0.2407913198073705,0.49,0.6493817567825317
17,0.2213424531902585,0.2139371102054914,0.65,0.7008420825004578
18,0.2085557324119976,0.2225611314177513,0.35,0.6798755526542664
19,0.2102670371958187,0.2208394015828768,0.6900000000000001,0.6823577880859375
20,0.2052154213190078,0.2036864633361498,0.45,0.713087797164917
21,0.1943474304676055,0.1944020842512448,0.42,0.7253485321998596
22,0.1961165149297033,0.2191848874092102,0.74,0.7016885876655579
23,0.1964226781896182,0.2315389002362887,0.74,0.6810922622680664
24,0.1935189921941076,0.2380851551890373,0.59,0.6606735587120056
25,0.1838069945573806,0.2683309281865755,0.19,0.6169630289077759
26,0.188984585744994,0.2168421561519305,0.34,0.6924999952316284
27,0.1818970526967729,0.2329086139798164,0.63,0.675839900970459
28,0.1790261278833661,0.2247398644685745,0.2,0.6849236488342285
29,0.1829200701628412,0.1948602172235647,0.53,0.7259179353713989
30,0.1690191243801798,0.1930199672778447,0.35,0.7281472682952881
31,0.1707992453234536,0.1892992101609706,0.36,0.7332778573036194
32,0.179033071739333,0.2137613832950592,0.37,0.6915293335914612
33,0.1743892336317471,0.206696531176567,0.5,0.7035728693008423
34,0.1617270709361349,0.2041688630978266,0.55,0.7109310030937195
35,0.1632282218762806,0.2176967273155848,0.26,0.6950903534889221
36,0.1586418409858431,0.1920005386074384,0.39,0.7277711033821106
37,0.1552746703369276,0.201854296028614,0.47,0.713628351688385
38,0.1552489623640264,0.1921059114237626,0.37,0.7281823754310608
39,0.1663022036211831,0.2161776502927144,0.4,0.6931210160255432
40,0.1550451471124376,0.1995729945600032,0.51,0.7143091559410095
41,0.1541442728894097,0.2000099708636601,0.35,0.7178615927696228
42,0.1616972672513553,0.1890876452128092,0.19,0.7373465299606323
43,0.1507081129721232,0.2220147324105103,0.24,0.6910001039505005
44,0.1471560589756284,0.237109637260437,0.5,0.6732805371284485
45,0.1593541467615536,0.1962385728955268,0.36,0.7178402543067932
46,0.1472509237272398,0.1898407417039076,0.25,0.7351900935173035
47,0.1582026692799159,0.1940909991661707,0.44,0.7220112681388855
48,0.1517296502845627,0.1920225508511066,0.56,0.728592574596405
49,0.1471154782176017,0.1842091503242651,0.42,0.7364386916160583
50,0.1429039500015122,0.1909674639503161,0.55,0.729629397392273
51,0.1414291114040783,0.1956386002401511,0.32,0.7213469743728638
52,0.1419803978715624,0.1965516706307729,0.5700000000000001,0.7231642007827759
53,0.1359251793580395,0.2118688270449638,0.37,0.701410710811615
54,0.1539895882776805,0.1846828448275725,0.39,0.7382893562316895
55,0.1402611650739397,0.1948170478145281,0.37,0.7245247960090637
56,0.1403530112760407,0.1850056452055772,0.51,0.7396280765533447
57,0.1344980698185307,0.1935599252581596,0.36,0.7270395755767822
58,0.1338329934648105,0.1849486311276753,0.31,0.7382617592811584
59,0.1420012660111699,0.2196323603391647,0.17,0.697439432144165
60,0.1448858805213655,0.2194910255571206,0.33,0.6905782222747803
61,0.1352014404109546,0.221797705690066,0.26,0.6949112415313721
62,0.1423098912409373,0.217315553377072,0.65,0.7031425833702087
63,0.1388467151139463,0.2006951677302519,0.53,0.7159985303878784
64,0.1362976843544415,0.2424430812398592,0.37,0.6538547277450562
