epoch,loss_train,loss_val,th_best,best_fbeta
1,1.2951886730644324,1.271964064011207,0.8,0.0971934646368026
2,1.0616332504882322,0.9325233025428576,0.61,0.1140534952282905
3,0.8100667805630761,0.7329622980875846,0.54,0.128178134560585
4,0.7077117436945183,0.685981518182999,0.5,0.129605233669281
5,0.6245239952603123,0.626845685335306,0.43,0.12578846514225
6,0.5486825428295545,0.5177651880643307,0.41,0.1340668350458145
7,0.4947886497677651,0.4744287706338442,0.37,0.1394323855638504
8,0.4525615984789803,0.4222332078676957,0.35,0.1747823804616928
9,0.4013805963706561,0.3833981935794537,0.32,0.238049641251564
10,0.3541560316290466,0.3331668117107489,0.42,0.4050087928771972
11,0.3110878733606297,0.2810230897023127,0.38,0.4218420386314392
12,0.273205828832966,0.2467557470767926,0.41,0.5188970565795898
13,0.2435345347858805,0.215943021269945,0.39,0.5723726153373718
14,0.2160692430489053,0.1911886949569751,0.39,0.6098568439483643
15,0.1910423170215582,0.1739365217777398,0.44,0.6224873661994934
16,0.1748356997583045,0.1646195401748021,0.48,0.6166166663169861
17,0.1596221448973524,0.1443087332523786,0.5,0.6276367902755737
18,0.1472997714009919,0.1315879263939001,0.48,0.6633687615394592
19,0.1353661484792508,0.1236444434676414,0.35,0.6505067944526672
20,0.1261542604780504,0.1231297978605979,0.5700000000000001,0.6748141050338745
21,0.1180601951390376,0.1045899622333355,0.35,0.6920475363731384
22,0.1098493977805575,0.1003894253801076,0.46,0.6692366003990173
23,0.103352348659939,0.0976795959166991,0.43,0.6629934310913086
24,0.0984654016313123,0.0922265209448643,0.53,0.6924715042114258
25,0.0915407656568058,0.0929138124562226,0.52,0.6415233016014099
26,0.0874986309446234,0.0826338599316584,0.48,0.7108519077301025
27,0.0836572828083079,0.0810907206092125,0.49,0.6926924586296082
28,0.0767732299704408,0.0787202451282586,0.47,0.6959627866744995
29,0.0764402112096164,0.0767775975549832,0.49,0.705469012260437
30,0.0761793912608224,0.075179028396423,0.42,0.6980259418487549
31,0.0695577598948335,0.0745044286625507,0.46,0.7064838409423828
32,0.0667081390039859,0.0714166794831936,0.42,0.7058489322662354
33,0.0666043431430159,0.069467309766855,0.41,0.7025879621505737
34,0.0641939760277711,0.0782009988832168,0.44,0.6697778105735779
35,0.0634519822431864,0.0870555655505412,0.38,0.639886736869812
36,0.0594586629916158,0.0664883918869189,0.35,0.7219261527061462
37,0.0571159821946989,0.066784281665698,0.4,0.7158154845237732
38,0.0554162600665261,0.0707423714682077,0.39,0.7112925052642822
39,0.0560787111728616,0.0647774803905915,0.46,0.722623884677887
40,0.0534478272171491,0.0618068242493348,0.38,0.7348374724388123
41,0.054014079792369,0.0707739885800924,0.52,0.7069527506828308
42,0.0520286191606598,0.0690097812658701,0.36,0.7226506471633911
43,0.0544940827758143,0.0655017459812836,0.39,0.7154037356376648
44,0.0540833265116925,0.0672754046435539,0.36,0.7088798880577087
45,0.0497297826163119,0.0666255075484514,0.41,0.7211574912071228
46,0.0486901544050469,0.0659490237251306,0.36,0.7177267670631409
47,0.0461894287268107,0.0680942138991294,0.42,0.716805100440979
48,0.0455093385467841,0.071844876003571,0.38,0.7058311104774475
49,0.0443465496801127,0.0695930344936175,0.32,0.7114033699035645
50,0.049427429437957,0.062345383879848,0.37,0.7342678308486938
51,0.0450121688900331,0.0640372147258275,0.43,0.7333773970603943
52,0.0472679663241677,0.0665574392829185,0.38,0.72902911901474
53,0.0435217922641356,0.0687302786570328,0.32,0.7230240106582642
54,0.0416372999261121,0.0690770006428162,0.39,0.7238764762878418
55,0.0419421006681581,0.0664840555057311,0.38,0.7242213487625122
56,0.0408500041173123,0.0671957922765077,0.4,0.731360912322998
57,0.0424569938491726,0.0667840622078913,0.32,0.7250966429710388
58,0.0399991836750584,0.0848824255741559,0.36,0.6936620473861694
59,0.0403929146830104,0.0667156686958594,0.37,0.7324357032775879
60,0.0412121433764696,0.0719853065048272,0.34,0.7180032134056091
61,0.0458501920887456,0.0652597218465346,0.34,0.7254874110221863
62,0.0412637495351835,0.0681391515983985,0.36,0.7281620502471924
63,0.0402992331051135,0.0676126322494103,0.38,0.7300270795822144
64,0.0406696553034268,0.068690259869282,0.35,0.7194504141807556
65,0.0385474022557807,0.0750586286378212,0.34,0.7148112654685974
66,0.0432015215746195,0.0710433727273574,0.5,0.7154874801635742
67,0.0484032344888464,0.0685233052533406,0.34,0.7213887572288513
68,0.03695723886078,0.0813506243702692,0.35,0.6947016716003418
69,0.0370310208012745,0.098425051722771,0.35,0.6807686686515808
70,0.036844812513453,0.0840987474299394,0.35,0.706691563129425
71,0.0358423263138328,0.0811362272271743,0.42,0.7059356570243835
72,0.0356976421062271,0.0759459080604406,0.3,0.7023670673370361
73,0.0355605462789855,0.0757795596160949,0.39,0.7146838903427124
74,0.0346558663530411,0.0751627562806392,0.32,0.7158870100975037
75,0.0346676944375293,0.0680766491076121,0.38,0.7340972423553467
76,0.035776706820138,0.0721173690966306,0.34,0.719505250453949
77,0.0333848979180207,0.0732375911126534,0.37,0.7293780446052551
78,0.0334657491284698,0.082553355453106,0.43,0.6958679556846619
79,0.0340284215558176,0.0770449384282796,0.4,0.7145228385925293
80,0.0334943265338376,0.0812183031095908,0.42,0.6959088444709778
81,0.0348001858938981,0.0795320537992012,0.42,0.7270115613937378
82,0.0335563805369988,0.0815392084992849,0.39,0.7150389552116394
83,0.0394744223879066,0.0795669630647469,0.43,0.7144005298614502
84,0.0342101860119933,0.0760112753949868,0.42,0.7232766151428223
85,0.0323281387914403,0.0771042085610903,0.41,0.7247635722160339
86,0.0322070942368246,0.0801284441199058,0.28,0.7198799252510071
