epoch,loss_train,mask_loss_train,boundaries_loss_train,dist_loss_train,loss_val,th_best,best_fbeta,mask_loss_val,boundaries_loss_val,dist_loss_val
76,0.106668991446495,0.0665357633573668,0.0166153759056968,0.0235178517643362,0.1425342218224275,0.63,0.6803081631660461,0.0907341890289621,0.0172503576219334,0.0345496750610359
77,0.1010463415299143,0.0627389431744813,0.01645861457102,0.0218487837804215,0.0973672781581595,0.46,0.7275463938713074,0.0615205979132551,0.0159760831965733,0.0198705972061823
78,0.1080788055488041,0.0672049349759306,0.0168157110589423,0.0240581595844456,0.0968959670577008,0.37,0.717593789100647,0.0595036894083023,0.0157658683246601,0.0216264096483335
79,0.104600495078734,0.0652574782605682,0.0165901306910174,0.0227528860699385,0.1060285043539637,0.38,0.6996182799339294,0.0662810258504192,0.0161191909179344,0.0236282874514364
80,0.1039015240222215,0.0643068346647279,0.016570967699268,0.0230237218005848,0.1114055166431402,0.39,0.6726658940315247,0.0694738308567616,0.0160961152306931,0.0258355711476277
81,0.1000413361404623,0.0619667158382279,0.0164274938005421,0.0216471265349537,0.0997353965195558,0.32,0.7224990725517273,0.0613922837458677,0.0156902996586414,0.0226528131071541
82,0.0963109885369028,0.059724632267441,0.0163618881548089,0.0202244679935808,0.101627827827203,0.45,0.717688798904419,0.0617094625860957,0.0156831407635393,0.0242352246669894
83,0.0866434397335563,0.0534957265002386,0.016196338164487,0.0169513752511037,0.0915890348664784,0.4,0.7333804965019226,0.0566762768489829,0.0156038605244988,0.0193088970904759
84,0.0939565355277487,0.0580698502915246,0.016302215100399,0.0195844704644488,0.0922911438648983,0.44,0.7404149174690247,0.0574515655763068,0.0157152831286065,0.019124295231018
85,0.089883291040148,0.0555898061341473,0.016133456113083,0.0181600289751908,0.1387597948817883,0.35,0.656804084777832,0.0809669541352886,0.0158410248804395,0.0419518166868868
86,0.0956262394094041,0.0592353976784007,0.0162785434789423,0.0201122981509459,0.1099685038108441,0.38,0.7001923322677612,0.0658367290240475,0.0157843591187591,0.0283474161415913
87,0.1048832932540348,0.0656932779241885,0.0164336490311792,0.0227563661882387,0.1226950539749557,0.55,0.6798553466796875,0.0768103498207815,0.0162984084937784,0.0295862946817177
88,0.0944918332621455,0.0586353168423686,0.0163233489330325,0.0195331675572586,0.1118351410190432,0.33,0.6821171641349792,0.07163047380114,0.0159483182449209,0.0242563483021143
89,0.0894811994954943,0.0554887126599039,0.0162129078339785,0.0177795790002814,0.1186073427167484,0.41,0.6901318430900574,0.0711558257876816,0.0157158942261742,0.0317356220714874
90,0.1039820883316653,0.0646572979592851,0.0165645597662244,0.0227602305103625,0.1133790353028956,0.47,0.6776716113090515,0.0691547089777255,0.0158077114245901,0.0284166149795055
91,0.1007915422213929,0.0629266824999025,0.0163947313159172,0.0214701281181935,0.0956221509851136,0.39,0.7264019846916199,0.0597739402773016,0.0157814347737673,0.0200667760208627
92,0.1047605197823473,0.065371943829315,0.0166458474951131,0.0227427282809679,0.0983079153791827,0.33,0.7180625200271606,0.0616010662989091,0.0158679451383018,0.0208389047391207
93,0.0973620925630841,0.060310653474714,0.0163595202578497,0.0206919187773019,0.0938385401741933,0.44,0.72739177942276,0.0582851822787927,0.0156010142290743,0.019952344084632
94,0.0930682074544685,0.0577159469148942,0.0161926962515073,0.019159564192939,0.1771777861009714,0.39,0.6062926650047302,0.1133709580053464,0.0159920367996318,0.0478147894964884
95,0.0903308113451514,0.0560214663296937,0.0161583854976509,0.0181509598025253,0.1030409930873725,0.4,0.7198955416679382,0.0631738106357091,0.015525621732981,0.0243415611290956
96,0.0910079808054225,0.056203845893698,0.016192546572004,0.0186115883117807,0.0940408102726027,0.36,0.7312872409820557,0.0585607993653265,0.0156906278156754,0.0197893830284602
97,0.0890955393867833,0.0551144433447292,0.0161758174055389,0.0178052789212337,0.1076766124342457,0.36,0.6937004923820496,0.0659637768295104,0.0157619855461358,0.0259508503743021
98,0.0893807189326201,0.0552124135116381,0.0160528666432946,0.0181154388561844,0.0912501852706832,0.4,0.7359510064125061,0.0571133096907603,0.0155787947350891,0.0185580808842965
99,0.0890639702337128,0.0550185481831431,0.016107670773885,0.0179377514390008,0.1423352082275738,0.5,0.6646612882614136,0.0863781252844353,0.015762359172232,0.0401947226422696
100,0.0912173080870083,0.0563083493230598,0.0161476787592151,0.0187612798849919,0.1069671323491355,0.36,0.6864143013954163,0.0664114787290662,0.0158165627064467,0.0247390910556887
101,0.0972573515879256,0.0603232895742569,0.0163464229740202,0.0205876392032951,0.1007956156854407,0.37,0.7147380113601685,0.0627897254554396,0.0160632092047924,0.0219426813172334
102,0.0978750805450337,0.0607366139867476,0.0162598764923002,0.0208785903400608,0.1134266453653068,0.3,0.6900609731674194,0.0692524193012613,0.0159243258994893,0.0282499007959613
103,0.0976648427652461,0.06047206895692,0.0162819958118987,0.0209107781920049,0.0914876040828935,0.38,0.7421385645866394,0.0564328025300371,0.0155077288795451,0.0195470720971539
104,0.1034270194917917,0.0641436284141881,0.0163269240009997,0.0229564667546323,0.1096844700307159,0.47,0.6788533926010132,0.0693455887169151,0.0161469905021584,0.0241918909537085
105,0.1003411389461585,0.0623294674498694,0.0164493552768336,0.0215623164083808,0.1187480392597489,0.5800000000000001,0.6649907827377319,0.0726722378788863,0.0157838594405201,0.0302919428479873
106,0.0913447263783642,0.0564691466891339,0.0160575302317738,0.0188180490676313,0.0932047873482865,0.44,0.7358566522598267,0.058098341290981,0.0155468536935494,0.0195595922059048
107,0.0993659646223698,0.061310771160892,0.0163373819632189,0.0217178118202303,0.0929984908108994,0.37,0.7377939820289612,0.0582039456467254,0.0156443671607491,0.0191501778218958
108,0.0891962392415319,0.0554879786074161,0.0161316344062132,0.0175766262864427,0.1011308442359253,0.38,0.7222086787223816,0.062344133932838,0.0154264055555528,0.0233603045817906
109,0.0846278612209218,0.0523327655345201,0.0159329355933836,0.0163621599852506,0.091874012597284,0.35,0.7457252144813538,0.0567637072023698,0.0155700761982697,0.0195402296544131
110,0.0869741141104272,0.053688119788255,0.0160642839276364,0.0172217106592974,0.1411815757658016,0.19,0.638593316078186,0.0935475608112953,0.0188313967674591,0.0288026189447333
111,0.1021108025738171,0.0633409814802663,0.0164898634223001,0.0222799576140408,0.1037412417137016,0.47,0.7184903025627136,0.0659918080762786,0.0161087004373134,0.0216407332948203
112,0.1026391225254961,0.0637212125318391,0.0165076124508466,0.0224102976838392,0.0998551346424777,0.52,0.7312220931053162,0.0631846365029529,0.0158446206537596,0.0208258784407655
113,0.0927304783569915,0.0571884157934359,0.0160692504101565,0.019472812084215,0.1132593333594879,0.39,0.6645557880401611,0.0697489879962246,0.0159641101530169,0.0275462348392959
114,0.0934883418200271,0.0584959092204059,0.016126524284482,0.0188659084455243,0.108706619369529,0.37,0.6941195130348206,0.0658744419845989,0.015678187058765,0.0271539901051733
115,0.0933815934509039,0.0578627123098288,0.016139297212607,0.0193795837847782,0.0932764160304756,0.44,0.7357174158096313,0.0579770507006827,0.0156352628590696,0.0196641023996901
116,0.0835542904266289,0.0514177584488477,0.0159090332939688,0.0162274987223957,0.0971712208337197,0.35,0.7282460927963257,0.0605368077502412,0.015627405393111,0.0210070073983426
117,0.092484048509172,0.0571388336430702,0.0160581470733242,0.0192870678453307,0.1001102820796481,0.26,0.7225821018218994,0.0639893537292541,0.0159734460540999,0.0201474823752197
118,0.0902470802781837,0.0558773736975022,0.0160785591003618,0.0182911475534949,0.0895702668418318,0.4,0.7472202181816101,0.056447110691313,0.0155168413737062,0.0176063153213994
119,0.0954001844727567,0.0591011642744498,0.0162738645090056,0.0200251555515985,0.0939848948964628,0.33,0.7315535545349121,0.0588936617092813,0.0156680465423328,0.0194231866448486
120,0.0831357958274228,0.0513282142526337,0.0157198956329375,0.0160876861387597,0.1548627943305646,0.32,0.6387344598770142,0.1065828792940257,0.0160519092548954,0.0322280057185029
121,0.0965399852128965,0.0598580649016158,0.0162804737301277,0.0204014470228659,0.0993776933874114,0.34,0.7156166434288025,0.0628921281609494,0.0159124785450176,0.0205730876048742
122,0.0851420544566852,0.0528142336516508,0.0159701396804302,0.0163576812962336,0.0981121425974672,0.44,0.7215631604194641,0.0615524007481033,0.0159693220630288,0.0205904203782773
123,0.0900876046823603,0.0554907536293779,0.0160293756185897,0.0185674755967089,0.0916812116816892,0.35,0.7399449944496155,0.0574208759087122,0.0156036458862156,0.0186566889791165
124,0.0811126578120248,0.0500152508994298,0.0158748336495565,0.0152225733262353,0.0940451419328228,0.37,0.7354434728622437,0.0584244678680927,0.0155459937907881,0.0200746800845204
125,0.0904940625173705,0.0559755788051656,0.0160391550803823,0.0184793287489031,0.1115375787209151,0.29,0.6753326654434204,0.0714289600945125,0.0159448844664809,0.0241637347202937
126,0.087477992501642,0.054075191446713,0.0159342331944831,0.0174685676249542,0.0929620874319541,0.5,0.7418371438980103,0.0590179913472068,0.0156541793859737,0.0182899159489799
127,0.0874589409785611,0.0541696653834411,0.0160249984530465,0.0172642772578235,0.1034611520373215,0.44,0.700403094291687,0.0652192854085716,0.016217741357573,0.0220241252238215
128,0.0973229095339775,0.0601202220256839,0.0161664188300658,0.0210362687001803,0.0917450167806977,0.39,0.7382169365882874,0.0571874295345554,0.0154886423310233,0.0190689445204906
129,0.0893295223372323,0.055158319220479,0.0159645777222301,0.0182066254783421,0.0914782412287037,0.35,0.7384721040725708,0.0576447714435852,0.0155903524403476,0.0182431174473742
130,0.0828256809179271,0.0510822327913982,0.0158615883971963,0.0158818593368466,0.0903324258782095,0.38,0.7425236701965332,0.0564137495328056,0.0155299359427417,0.0183887399291082
131,0.0793293312404836,0.0489453816254224,0.0156696698428796,0.0147142796843711,0.0986421718814615,0.37,0.7233288288116455,0.0626895248069096,0.0156899281635375,0.020262719116221
132,0.0989089280154023,0.0618086896464228,0.0164265231229364,0.0206737155972846,0.1226702753643868,0.41,0.6572828888893127,0.0784828510072271,0.0166279597728813,0.0275594647184519
133,0.0978827475756406,0.0609067810167159,0.0163180775594498,0.0206578889489173,0.0995302958003545,0.36,0.7129935026168823,0.0629066462486477,0.0160136373745182,0.0206100115773536
134,0.0944550739814128,0.0580844809647117,0.0161677635673965,0.0202028294932097,0.0954108713352579,0.32,0.7288432121276855,0.0603619059074228,0.0156139921144408,0.0194349734633529
135,0.0877151551842689,0.0540249879897705,0.0158325499775154,0.017857617231618,0.1005801764964047,0.4,0.718966543674469,0.0624455749451861,0.0155549623798263,0.0225796392345327
136,0.0918506547063589,0.0567761871883911,0.01619186623155,0.0188826012478343,0.0929553004581544,0.38,0.7322672605514526,0.0582115337789311,0.0156270041114698,0.0191167628913486
137,0.0833839547634124,0.0515123386148895,0.015812624959009,0.0160589913318731,0.0884664984956636,0.43,0.7433714270591736,0.0550813086930725,0.0154541510993898,0.0179310391451847
138,0.079428892987115,0.0488588907622865,0.0157733629045209,0.014796638929152,0.0884306295695951,0.38,0.7452552318572998,0.0554085964557983,0.0153414710124923,0.0176805626222137
139,0.1117593202314206,0.0702841250917741,0.0166343710451786,0.0248408243911606,0.0949370486945924,0.32,0.7303850650787354,0.0592867282487578,0.0157067297594779,0.019943591349332
140,0.0851535353224192,0.0520175203308463,0.0158719853737524,0.0172640297029699,0.0945919666565575,0.46,0.7372627854347229,0.0590887298428658,0.0154808727250892,0.0200223650041399
141,0.0787934269649641,0.0483818978975926,0.0156741514948329,0.0147373777667858,0.1094397310546394,0.39,0.6808037757873535,0.0677018804096822,0.0158459009934153,0.0258919500540626
142,0.0825731705022709,0.050939038041979,0.015769152787647,0.0158649795522381,0.1013389487703472,0.52,0.7089834213256836,0.0640414139350592,0.015598279163557,0.0216992556954086
143,0.1047173762587564,0.0657192234854613,0.0164139164618349,0.0225842365356428,0.1014883131167646,0.39,0.7062548995018005,0.0630638623704849,0.0158037963891559,0.0226206548780329
144,0.0916603485441633,0.0568524361082485,0.0160172932581709,0.0187906193999307,0.1075782321267208,0.4,0.6900226473808289,0.0683216309269606,0.0161621779819034,0.0230944238097991
145,0.0987344637938908,0.0614057437596576,0.0162348878556596,0.0210938322278005,0.093982430080236,0.39,0.7300375699996948,0.0586313606887045,0.0154973450195738,0.0198537245061311
146,0.0900643231347203,0.055652838697923,0.0160254114294158,0.0183860730778958,0.0963736412636304,0.42,0.7261245846748352,0.0601495003675,0.0156393706624917,0.0205847700678948
147,0.0881882417361651,0.0544041594171098,0.0158160074374505,0.0179680750173117,0.0936860212961496,0.34,0.7341042160987854,0.0587294372903593,0.0157519859435447,0.0192045980385678
148,0.0969668139304433,0.0594543633290699,0.0161963326829884,0.0213161180647356,0.0928528399159342,0.4,0.7333839535713196,0.0580161360360808,0.0156836259194602,0.0191530780787816
149,0.0821323308774403,0.0504956084915569,0.0158294842598427,0.0158072381746023,0.1324029818998049,0.39,0.6829445362091064,0.0776148471286741,0.0155762476388807,0.0392118866665888
150,0.0855263630034668,0.0526094878145626,0.0159664538110207,0.0169504213592569,0.0948756136694702,0.37,0.7283821702003479,0.0592770137019076,0.0154967786333823,0.0201018220997589
151,0.0843930251310978,0.0518932657688856,0.0158593581962798,0.0166404013867889,0.1081275613504951,0.38,0.7001047730445862,0.0665487131514286,0.0155087082599431,0.0260701401759002
152,0.088640309295484,0.0546842368346239,0.0158304713426956,0.018125600773575,0.0923139003058106,0.35,0.7341783046722412,0.057828485634241,0.0154795704993529,0.0190058441011834
153,0.0861862123065761,0.05281809403428,0.0158929448268775,0.0174751735239156,0.1401245777763552,0.38,0.6452715992927551,0.0790109372681985,0.0157393453390163,0.0453742943798839
154,0.08686621325888803,0.05333817275507109,0.015969946141620832,0.017558094110073787,0.09829134462495982,0.29000000000000004,0.7215003967285156,0.061894978570230935,0.015765328639013282,0.020631037321004828
