epoch,loss_train,loss_val,th_best,best_fbeta
1,0.6308126990185228,0.6277815848588943,0.34,0.0756002217531204
2,0.609841059806735,0.5538266897201538,0.49,0.109245091676712
3,0.5525879180708597,0.4822009764611721,0.46,0.1007023677229881
4,0.4531133223411648,0.3787494152784347,0.3,0.0918913409113884
5,0.3436197472173114,0.2801938392221927,0.21,0.1168787777423858
6,0.2670317475878915,0.246423065662384,0.19,0.1493573486804962
7,0.2342218226471612,0.1955142710357904,0.13,0.1282952278852462
8,0.2101764425981876,0.1885518934577703,0.14,0.1797052174806594
9,0.2195134159437445,0.1913922112435102,0.11,0.1454801857471466
10,0.2058895226827887,0.1785053368657827,0.17,0.1597932279109954
11,0.1873117629871812,0.1833694409579038,0.15,0.2555027902126312
12,0.1790098603381667,0.1721395459026098,0.21,0.2993999421596527
13,0.1734053556655728,0.1582277156412601,0.2,0.3304296433925628
14,0.1621560802639917,0.1408811463043093,0.25,0.4353378713130951
15,0.1516855376404385,0.1287263501435518,0.22,0.4872318208217621
16,0.1458387662504994,0.1281214999035,0.18,0.4330754280090332
17,0.1444878555661024,0.124816526658833,0.27,0.5071319341659546
18,0.1402427668488303,0.1211521001532673,0.33,0.5785481929779053
19,0.1311838950875193,0.112516239285469,0.14,0.4924976825714111
20,0.1316558269913806,0.1195887587964534,0.21,0.5601010322570801
21,0.1299936007275138,0.1122225886210799,0.27,0.4825138747692108
22,0.1254584175902743,0.1251811012625694,0.38,0.4684976935386657
23,0.1218047580400178,0.1081380518153309,0.23,0.5639904141426086
24,0.1213339963971182,0.124029079452157,0.5,0.5203129053115845
25,0.1189844306818274,0.1063054706901311,0.26,0.5416394472122192
26,0.113517603555391,0.0974700907245278,0.45,0.6117658019065857
27,0.1119834907179655,0.0898372693918645,0.29,0.6554365754127502
28,0.1049799067509728,0.0970009202137589,0.27,0.5778447985649109
29,0.1151390621481939,0.0832530395127832,0.18,0.5762217044830322
30,0.1155862778771755,0.1134015815332531,0.37,0.5512153506278992
31,0.1117069296712099,0.08557068137452,0.29,0.6220773458480835
32,0.1082154912657516,0.0982666062191128,0.25,0.61885005235672
33,0.1015456993739272,0.0973987067118287,0.39,0.5990533232688904
34,0.1065015342346457,0.0894958395510912,0.27,0.6333460211753845
35,0.0944916176241497,0.0871564298868179,0.45,0.671220064163208
36,0.1025289200073064,0.0883655841462314,0.3,0.5637558698654175
37,0.0932689329912496,0.0917897913604974,0.22,0.600061297416687
38,0.1004688157591708,0.0903829410672187,0.37,0.6421449780464172
39,0.1069049679262693,0.1012292802333831,0.38,0.6144064664840698
40,0.1002213415191617,0.0776453441940248,0.34,0.5350397825241089
41,0.1106148803996485,0.0949082016013562,0.43,0.5810360908508301
42,0.0984160006912641,0.0767117543146014,0.38,0.6810650825500488
43,0.097453553836013,0.0829459079541266,0.41,0.6651467084884644
44,0.0923201306614764,0.0811691409908235,0.27,0.6096810698509216
45,0.0981878063013387,0.08123957272619,0.35,0.6069527268409729
46,0.0982794163012227,0.0819403436034917,0.33,0.5805827975273132
47,0.097282983016136,0.0817431849427521,0.39,0.6478371620178223
48,0.0961783668676088,0.069430474191904,0.32,0.6517280340194702
49,0.0933858430836089,0.0858377590775489,0.23,0.552092432975769
50,0.0895227318586305,0.0781539599411189,0.36,0.6221279501914978
51,0.0894987448010333,0.0823640315793454,0.38,0.6076493859291077
52,0.0991651837735675,0.0796189280226826,0.4,0.5871622562408447
53,0.08568015876551,0.0694055715575814,0.49,0.6974033117294312
54,0.097556214606346,0.081569782923907,0.33,0.652374267578125
55,0.0965986892061178,0.0789649062789976,0.36,0.6778143048286438
56,0.0943910736850527,0.0797014348208904,0.39,0.6459720730781555
57,0.0911787286574064,0.0851983618922531,0.38,0.6576930284500122
58,0.0889077632752961,0.0856199581176042,0.31,0.5876041054725647
59,0.0842248013373031,0.0756898503750562,0.38,0.7047531604766846
60,0.0919790410891521,0.0719857206568121,0.28,0.6466277241706848
61,0.0908492837361125,0.0665324563160538,0.32,0.6828445792198181
62,0.09174628096611,0.071476322133094,0.41,0.6451850533485413
63,0.0891166136188562,0.0747351674363017,0.17,0.6824859976768494
64,0.0863872176512729,0.0831893640570342,0.42,0.6162025332450867
65,0.0804722404410672,0.074657317250967,0.29,0.6560003757476807
66,0.0892631276402362,0.0964321964420378,0.31,0.6003435254096985
67,0.0887828712719817,0.0753026118036359,0.47,0.6251690983772278
68,0.0838273670957532,0.0740864281542599,0.44,0.6131359338760376
69,0.0761020316980606,0.076711974106729,0.46,0.6427961587905884
70,0.083041894574498,0.0671444041654467,0.37,0.6758174896240234
71,0.0820913821632085,0.0868462277576327,0.51,0.5834245681762695
72,0.0843077461386835,0.0715537224896252,0.31,0.6764650940895081
73,0.0822250852577908,0.0734591130167245,0.35,0.6786706447601318
74,0.0848060637539209,0.0816892860457301,0.37,0.6221137046813965
75,0.0883430621998254,0.0941412304528057,0.43,0.5782518982887268
76,0.0755160827796126,0.0673910449258983,0.32,0.5803571939468384
77,0.0744874249537323,0.0771168482024222,0.31,0.6467671990394592
78,0.0809119177419085,0.0666847815737128,0.4,0.6802908182144165
79,0.0774708203105039,0.0729128406383097,0.31,0.6527836322784424
80,0.0804019007225369,0.0855684271082282,0.35,0.65617835521698
