                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     56,                  1.439,                 1.9556,                 1.1254,                 1.1387,                0.67623,                0.64458,                0.69277,                0.36337,                0.66786,                0.66569,                0.69585,                0.32567,                 1.5361,                 2.0854,                 1.1251,                 1.1937,              0.0017278,              0.0017278,              0.0017278
                     57,                 1.4212,                 1.9019,                 1.1086,                 1.1397,                0.66972,                0.67285,                0.69649,                0.37099,                0.68558,                0.67317,                0.71134,                0.35378,                 1.5413,                 2.0322,                 1.1339,                 1.1857,              0.0017228,              0.0017228,              0.0017228
                     58,                 1.4297,                 1.9345,                 1.1209,                 1.1364,                0.68332,                0.64878,                0.69881,                0.36946,                 0.6828,                0.65203,                 0.6972,                0.33324,                 1.5168,                  2.084,                 1.1184,                 1.1898,              0.0017179,              0.0017179,              0.0017179
                     59,                 1.4215,                 1.9352,                 1.1029,                 1.1372,                0.65878,                0.66364,                0.69538,                0.36996,                0.66047,                0.66374,                0.69504,                0.32387,                 1.5207,                  2.198,                 1.1139,                 1.1928,              0.0017129,              0.0017129,              0.0017129
                     60,                 1.4263,                 1.9579,                 1.1137,                 1.1306,                0.67109,                0.66764,                0.69721,                0.37384,                0.68123,                0.67772,                0.70566,                0.35124,                 1.5149,                 1.9717,                  1.117,                 1.1822,               0.001708,               0.001708,               0.001708
                     61,                 1.4325,                 1.9477,                 1.1286,                  1.141,                0.67686,                0.66439,                 0.7002,                0.37098,                0.67565,                0.68911,                0.71637,                0.35882,                 1.5516,                 2.0375,                 1.1201,                 1.1908,               0.001703,               0.001703,               0.001703
                     62,                 1.4103,                 1.9027,                 1.0883,                 1.1273,                0.67018,                0.66409,                0.69825,                0.37423,                0.66699,                0.67285,                0.69425,                0.33262,                  1.497,                 2.0486,                 1.1127,                 1.1809,               0.001698,               0.001698,               0.001698
                     63,                 1.4216,                 1.9165,                 1.1004,                 1.1305,                0.65627,                0.64748,                0.68138,                0.35938,                0.68541,                0.66407,                0.70611,                0.35061,                 1.5481,                 1.9998,                 1.1406,                 1.1887,              0.0016931,              0.0016931,              0.0016931
                     64,                 1.4257,                 1.8955,                 1.1082,                 1.1411,                0.65289,                0.66927,                0.68632,                0.35384,                0.67454,                0.68098,                0.70862,                0.35163,                 1.6008,                 2.0218,                 1.1404,                 1.2158,              0.0016882,              0.0016882,              0.0016882
                     65,                 1.4285,                 1.9347,                 1.1081,                 1.1331,                0.66485,                0.66732,                0.69637,                0.37694,                0.68504,                0.67267,                0.70833,                0.35355,                   1.52,                 1.9576,                 1.1019,                 1.1785,              0.0016832,              0.0016832,              0.0016832
                     66,                 1.4197,                 1.9196,                 1.1106,                 1.1289,                0.66705,                0.65821,                0.69497,                0.37401,                0.68511,                0.66797,                 0.7089,                0.35246,                 1.5229,                 1.9973,                 1.1232,                 1.1753,              0.0016783,              0.0016783,              0.0016783
                     67,                 1.3954,                 1.8865,                 1.0917,                 1.1214,                0.69445,                0.65236,                0.70349,                0.38028,                0.69038,                 0.6664,                0.70946,                0.35019,                 1.5086,                 2.0215,                 1.1028,                 1.1745,              0.0016733,              0.0016733,              0.0016733
                     68,                 1.4224,                 1.9274,                  1.113,                 1.1303,                0.67727,                 0.6456,                0.69534,                0.37606,                0.69134,                0.64971,                0.69974,                0.34042,                 1.4941,                 2.0193,                 1.1284,                 1.1704,              0.0016684,              0.0016684,              0.0016684
                     69,                 1.4152,                 1.8995,                 1.0991,                  1.132,                0.68798,                0.65496,                0.71231,                0.38043,                0.71003,                0.67252,                0.72891,                0.36324,                 1.5233,                 1.9964,                 1.0949,                  1.173,              0.0016634,              0.0016634,              0.0016634
                     70,                 1.4052,                 1.9041,                 1.0931,                 1.1257,                0.66867,                 0.6748,                0.70672,                0.37306,                 0.6887,                0.68748,                0.72608,                 0.3678,                 1.5501,                 1.9723,                  1.106,                 1.1891,              0.0016585,              0.0016585,              0.0016585
                     71,                 1.4008,                 1.9012,                 1.0892,                 1.1255,                0.67306,                0.65207,                0.69701,                0.37638,                 0.6778,                0.65756,                0.69408,                0.32537,                 1.5128,                 2.2044,                 1.1206,                 1.1794,              0.0016535,              0.0016535,              0.0016535
                     72,                 1.4149,                 1.9029,                  1.087,                 1.1283,                0.65744,                0.66667,                0.69538,                0.37619,                0.66674,                 0.6761,                0.70622,                0.35919,                 1.5132,                 1.9561,                 1.1142,                 1.1764,              0.0016485,              0.0016485,              0.0016485
                     73,                 1.4059,                 1.9046,                 1.0978,                 1.1245,                0.67071,                0.66407,                0.69655,                0.36997,                 0.6863,                0.68159,                0.71762,                0.36942,                 1.5448,                 1.9554,                 1.1062,                 1.1831,              0.0016436,              0.0016436,              0.0016436
                     74,                 1.3958,                 1.9136,                 1.0804,                 1.1206,                0.67871,                0.67461,                0.70634,                0.38103,                0.69083,                 0.6845,                0.71814,                0.35404,                 1.5027,                 2.0381,                 1.1012,                 1.1708,              0.0016386,              0.0016386,              0.0016386
                     75,                 1.4098,                 1.8967,                  1.076,                 1.1254,                0.67557,                0.66894,                0.70764,                0.38291,                0.67462,                0.67252,                 0.7041,                0.34037,                  1.515,                 2.0779,                 1.0981,                 1.1817,              0.0016337,              0.0016337,              0.0016337
                     76,                 1.4067,                 1.9111,                 1.0765,                 1.1189,                0.67498,                0.66439,                0.70429,                0.38268,                0.68445,                0.67024,                0.70563,                0.34774,                 1.5074,                 2.1329,                 1.1001,                 1.1745,              0.0016287,              0.0016287,              0.0016287
                     77,                  1.404,                 1.8837,                 1.0891,                 1.1191,                0.68575,                0.65333,                0.70841,                0.38069,                0.69735,                0.66439,                0.71724,                0.35034,                 1.5209,                 2.0386,                 1.0999,                 1.1845,              0.0016238,              0.0016238,              0.0016238
                     78,                 1.3968,                 1.8866,                 1.0716,                 1.1213,                0.67076,                0.66916,                0.69746,                0.37032,                0.68279,                0.68458,                0.71657,                0.35677,                 1.5519,                 2.0226,                 1.0959,                 1.1879,              0.0016189,              0.0016189,              0.0016189
                     79,                 1.4217,                 1.9193,                 1.0997,                  1.131,                 0.7042,                0.65789,                0.71244,                0.38504,                0.71104,                0.66819,                0.72092,                0.36388,                 1.5069,                 1.9352,                 1.0962,                 1.1718,              0.0016139,              0.0016139,              0.0016139
                     80,                 1.3795,                 1.8505,                 1.0538,                 1.1157,                0.66592,                0.66634,                0.69449,                0.37223,                0.68055,                0.68098,                0.71202,                0.36431,                 1.5363,                 1.9147,                 1.1124,                 1.1804,              0.0016089,              0.0016089,              0.0016089
                     81,                 1.3808,                 1.8655,                 1.0612,                 1.1141,                0.67744,                0.67139,                0.71511,                0.38294,                0.69388,                0.67545,                0.72298,                0.35956,                  1.529,                 2.0279,                 1.0871,                 1.1832,               0.001604,               0.001604,               0.001604
