epoch,loss_train,loss_val,th_best,best_fbeta
1,0.8461243953815726,0.8083501979708672,0.53,0.0773655548691749
2,0.8044503026230391,0.7219027504324913,0.53,0.1052301824092865
3,0.6960003473037897,0.5925255939364433,0.53,0.0960976779460907
4,0.5517656588277151,0.4431579560041427,0.27,0.1095422431826591
5,0.4211359114147896,0.3472488299012184,0.26,0.096874251961708
6,0.3405801466731138,0.2931347265839576,0.24,0.0848347768187522
7,0.2775704631971758,0.2389763388782739,0.18,0.1204766556620597
8,0.2724750322657962,0.2290002200752496,0.17,0.1105623096227645
9,0.2405478954315185,0.2318335343152284,0.18,0.1540667712688446
10,0.2141864445320395,0.1934847105294466,0.13,0.1805033385753631
11,0.201334300429322,0.1992250252515077,0.14,0.1977484822273254
12,0.1943875707166139,0.1883761249482631,0.15,0.2342458814382553
13,0.2019390862348467,0.1907272078096866,0.12,0.2472884804010391
14,0.1966502001119214,0.1570207960903644,0.11,0.1654990464448928
15,0.1811404446529787,0.1588908974081277,0.18,0.2919081449508667
16,0.1769229979362598,0.1725178770720958,0.16,0.2851630747318268
17,0.1700825010274732,0.1612905580550432,0.14,0.2916957437992096
18,0.1635574057351711,0.1411931551992893,0.2,0.3809137940406799
19,0.1533541461062985,0.1400833735242486,0.16,0.398301750421524
20,0.1507683146831601,0.1381736733019352,0.26,0.4230927526950836
21,0.1475135003064954,0.1527963187545538,0.12,0.442814290523529
22,0.1623733003818711,0.1340001439675688,0.29,0.4244110584259033
23,0.1494993304097375,0.1345768421888351,0.24,0.4453284442424774
24,0.1429766589818998,0.1206996841356158,0.16,0.4636027216911316
25,0.150231041880541,0.1143610728904604,0.21,0.4933149218559265
26,0.1462151590128277,0.145861217752099,0.29,0.4091860651969909
27,0.1356267703827037,0.1255352888256311,0.17,0.5129655003547668
28,0.1420671941582546,0.1138022243976593,0.27,0.4857515394687652
29,0.1338838638607845,0.1180721558630466,0.38,0.5121382474899292
30,0.1308919848051182,0.1096645407378673,0.2,0.5794642567634583
31,0.1341053389532621,0.1115469960495829,0.31,0.496198445558548
32,0.1240223355071489,0.1116397082805633,0.26,0.536217212677002
33,0.121668878682824,0.1129522426053881,0.25,0.5797805190086365
34,0.1245662928667179,0.1076183025725185,0.21,0.5096959471702576
35,0.1262040881569995,0.1033348022028803,0.23,0.551288366317749
36,0.118023598783238,0.1114733517169952,0.29,0.5304585099220276
37,0.1181116258335668,0.1081962781026959,0.23,0.4965842366218567
38,0.1278326618810032,0.0962545797228813,0.38,0.5761541128158569
39,0.124941193433695,0.1100859539583325,0.32,0.5588846802711487
40,0.1165739447744779,0.1130928611382842,0.16,0.5497570037841797
