epoch,loss_train,loss_val,th_best,best_fbeta
1,0.6177333539937224,0.1978149527715424,0.03,0.088709220290184
2,0.230024073762553,0.1861799495705103,0.03,0.1258919835090637
3,0.209599938669375,0.1714077910124245,0.06,0.1576531529426574
4,0.2037480222433805,0.1620063718597767,0.09,0.2102419286966323
5,0.192653860854251,0.1598034388054225,0.0699999999999999,0.258094310760498
6,0.1864657616828169,0.1537386562864659,0.09,0.2919902503490448
7,0.1795992030309779,0.1429901489261853,0.11,0.3367269933223724
8,0.1701833302846976,0.1460227131591004,0.11,0.3517208099365234
9,0.1645516676881483,0.1340705985361236,0.11,0.3845877647399902
10,0.1581575306824275,0.1286173118751938,0.15,0.4184490740299225
11,0.1588857337087393,0.1285238094249014,0.28,0.427402526140213
12,0.1519997923182589,0.1319754869377209,0.0999999999999999,0.4431280195713043
13,0.1464230296122176,0.1189444500763537,0.19,0.4502232074737549
14,0.1455587111094168,0.1161801529637837,0.2,0.4793999791145324
15,0.1402067330373185,0.1139151854914123,0.22,0.4912818670272827
16,0.1380284578672477,0.1237400820699788,0.39,0.4929260611534118
17,0.13443204184728,0.1139749321392027,0.25,0.4914636015892029
18,0.1321779863536357,0.1098514183471768,0.2,0.5162040591239929
19,0.127862973681518,0.1042296905386245,0.33,0.5283867120742798
20,0.1264491752535105,0.1030000645856736,0.3,0.5490818023681641
21,0.1249608601629734,0.1058373347051062,0.15,0.5446150302886963
22,0.1236966637734856,0.0996971127845473,0.32,0.5612933039665222
23,0.116333743791495,0.0961874433619491,0.33,0.5613833665847778
24,0.1191696568578481,0.1055802193359803,0.23,0.540736734867096
25,0.1188850201772792,0.0945075749088141,0.3,0.5875613689422607
26,0.1112041431558983,0.0937707477833254,0.28,0.5793744921684265
27,0.1077105524337717,0.0898012532773664,0.36,0.594918429851532
28,0.1096342070400714,0.0872965372341164,0.26,0.6056045293807983
29,0.1069034367799759,0.0934677484555769,0.28,0.5918388366699219
30,0.1052517697853701,0.0943640736957727,0.43,0.5986846685409546
31,0.1044625148283583,0.0835696099547006,0.35,0.6207098960876465
32,0.0992709021802459,0.0874612950483116,0.21,0.6164522171020508
33,0.0977719507685729,0.0845171692702224,0.34,0.6167548298835754
34,0.0952660351672342,0.0968794919929262,0.21,0.57752925157547
35,0.0998892522177525,0.086242097414146,0.34,0.6141526103019714
36,0.0961138219067028,0.0818806745238223,0.34,0.6242306232452393
37,0.1015461385037217,0.088294853787806,0.36,0.6035788655281067
38,0.0947609424963593,0.0848477082484859,0.31,0.6053457856178284
39,0.0912352681106754,0.0786173928655305,0.34,0.6344479918479919
40,0.0915321586866464,0.077543874034437,0.36,0.6403672695159912
41,0.0893228644451924,0.0897261139194844,0.56,0.593991219997406
42,0.0888980876760823,0.0815223044384334,0.36,0.6338530778884888
43,0.0944284583628177,0.0765885230848344,0.3,0.6450425386428833
44,0.0880269870960286,0.0755251191430172,0.37,0.6571915745735168
45,0.0833291491493582,0.0809924684275509,0.37,0.6115041375160217
46,0.0839473434218338,0.0773856786348052,0.38,0.6439598798751831
