                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     43,                 1.6886,                 2.3263,                 1.4158,                 1.1569,                0.56918,                0.61463,                0.57935,                0.28922,                0.58887,                0.61821,                0.59885,                0.27972,                 1.6461,                 2.1174,                  1.347,                 1.1418,              0.0017921,              0.0017921,              0.0017921
                     44,                 1.6974,                 2.3432,                 1.4311,                  1.162,                0.60397,                0.61626,                0.62609,                0.30919,                0.61384,                 0.6255,                0.63321,                0.29362,                 1.6078,                 2.1443,                 1.3179,                 1.1262,              0.0017872,              0.0017872,              0.0017872
                     45,                 1.7139,                 2.3543,                 1.4459,                 1.1691,                0.61561,                0.62081,                0.62858,                0.31537,                0.63109,                0.63512,                0.64643,                0.30493,                 1.6314,                 2.1577,                 1.2934,                 1.1297,              0.0017822,              0.0017822,              0.0017822
                     46,                 1.6845,                 2.3137,                 1.4046,                 1.1581,                 0.6264,                0.61984,                0.63024,                0.31782,                 0.6402,                 0.6335,                 0.6462,                0.30166,                 1.6401,                 2.2378,                 1.3039,                 1.1306,              0.0017772,              0.0017772,              0.0017772
                     47,                 1.6876,                 2.3123,                  1.418,                 1.1533,                0.64028,                0.62504,                0.64409,                0.32336,                0.65647,                0.63574,                0.66361,                0.31248,                 1.6378,                 2.1538,                 1.2686,                 1.1355,              0.0017723,              0.0017723,              0.0017723
                     48,                 1.6982,                 2.3003,                 1.4188,                 1.1614,                0.61072,                0.61887,                0.62311,                0.30486,                0.63328,                0.63057,                0.64333,                 0.2978,                 1.6355,                 2.1289,                 1.3484,                 1.1322,              0.0017674,              0.0017674,              0.0017674
                     49,                 1.6924,                  2.316,                 1.4138,                 1.1614,                  0.608,                0.60679,                0.60636,                0.29698,                0.61664,                0.63295,                0.63074,                0.30325,                 1.6811,                 2.1547,                 1.3156,                 1.1477,              0.0017624,              0.0017624,              0.0017624
                     50,                 1.7004,                 2.3383,                 1.4316,                  1.165,                0.63079,                0.62016,                0.64382,                0.31415,                0.64737,                0.63024,                0.65859,                0.30116,                 1.6643,                 2.2423,                 1.2956,                 1.1444,              0.0017575,              0.0017575,              0.0017575
                     51,                 1.6674,                 2.2846,                 1.3936,                 1.1536,                0.61774,                0.62065,                0.62484,                0.31569,                0.62421,                0.62715,                0.63165,                0.29236,                 1.6324,                 2.2078,                 1.3117,                 1.1298,              0.0017525,              0.0017525,              0.0017525
                     52,                 1.6835,                 2.2913,                 1.4089,                 1.1606,                0.62972,                0.62109,                0.63258,                0.31554,                0.64588,                0.63703,                   0.65,                0.30844,                 1.6188,                 2.1358,                 1.3107,                 1.1293,              0.0017476,              0.0017476,              0.0017476
